SMILES,file_name
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC=C([N+]([O-])=O)O2)=O)C(C(O)=O)N1C(C1=CC=C([N+]([O-])=O)O1)=O,acid_98
C8(OC)=CC=CC=C8[C@H]%13[C@H](C9=CC=CC=C9OC)N(C(C%14=C(F)C=CS%14)=O)C(C(O)=O)N%13C(C%15=C(F)C=CS%15)=O,acid_99
C6=CC=CC7=C6C=CC=C7[C@H]%36[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C%37=CC=C(C)C=C%37)=O)C(C(O)=O)N%36C(C%38=CC=C(C)C=C%38)=O,acid_100
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(C2=C(I)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1I)=O,acid_101
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(OC)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1OC)=O,acid_102
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(C2=C(C(C)C)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1C(C)C)=O,acid_103
O=C(C1=CC=C(C(F)(F)F)C=C1)N2C(C(O)=O)N(C(C3=CC=C(C(F)(F)F)C=C3)=O)[C@@H](C4=CC=CC=C4)[C@@H]2C5=CC=CC=C5,acid_104
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(Br)SC=C2)=O)C(C(O)=O)N1C(C1=C(Br)SC=C1)=O,acid_105
O=C(C1=CC=CC(CC)=C1)N2C(C(O)=O)N(C(C3=CC(CC)=CC=C3)=O)[C@@H](C4=CC=CC=C4)[C@@H]2C5=CC=CC=C5,acid_106
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=C(C3=CC=CC=C3)OC(C)=C2)=O)C(C(O)=O)N1C(C1=C(C2=CC=CC=C2)OC(C)=C1)=O,acid_107
C8(OC)=CC=CC=C8[C@H]%16[C@H](C9=CC=CC=C9OC)N(C(C%17=CSC=C%17OC)=O)C(C(O)=O)N%16C(C%18=CSC=C%18OC)=O,acid_108
C8(OC)=CC=CC=C8[C@H]1[C@H](C9=CC=CC=C9OC)N(C(C2=C(Br)SC=C2)=O)C(C(O)=O)N1C(C1=C(Br)SC=C1)=O,acid_109
C6=CC(C=CC=C7)=C7C=C6[C@H]7[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C8=CC=CC=C8)=O)C(C(O)=O)N7C(C9=CC=CC=C9)=O,acid_110
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=C(F)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1F)=O,acid_111
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=C(C)OC(C3=CC=CC=C3)=C2)=O)C(C(O)=O)N1C(C1=C(C)OC(C2=CC=CC=C2)=C1)=O,acid_112
C6=CC(C=CC=C7)=C7C=C6[C@H]4[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C5=CC=CS5)=O)C(C(O)=O)N4C(C6=CC=CS6)=O,acid_113
O=C(C1=CC=CC=C1)N2C(C(O)=O)N(C(C3=CC=CC=C3)=O)[C@@H](C4=CC5=C(C=CC=C5)C=C4)[C@@H]2C6=CC7=C(C=CC=C7)C=C6,acid_114
C6=CC(C=CC=C7)=C7C=C6[C@H]%86[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%87=CC=CC(C(C)C)=C%87)=O)C(C(O)=O)N%86C(C%88=CC(C(C)C)=CC=C%88)=O,acid_115
C8(OC)=CC=CC=C8[C@H]1[C@H](C9=CC=CC=C9OC)N(C(C2=C(C)C(C=CC=C3)=C3O2)=O)C(C(O)=O)N1C(C1=C(C)C2=C(C=CC=C2)O1)=O,acid_116
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(C2=C(Cl)SC(Cl)=C2)=O)C(C(O)=O)N1C(C1=C(Cl)SC(Cl)=C1)=O,acid_117
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=CC=C(Br)S2)=O)C(C(O)=O)N1C(C1=CC=C(Br)S1)=O,acid_118
C6=CC=CC7=C6C=CC=C7[C@H]1[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C2=C(C=CC=C3)C3=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC2=C1C=CC=C2)=O,acid_119
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(C=CC=C3)C3=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC2=C1C=CC=C2)=O,acid_120
C6=CC=CC7=C6C=CC=C7[C@H]1[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C2=C(Cl)SC(Cl)=C2)=O)C(C(O)=O)N1C(C1=C(Cl)SC(Cl)=C1)=O,acid_121
O=C(C1=CC=C([N+]([O-])=O)C=C1)N2C(C(O)=O)N(C(C3=CC=C([N+]([O-])=O)C=C3)=O)[C@@H](C4=CC=CC=C4)[C@@H]2C5=CC=CC=C5,acid_122
C6=CC=CC7=C6C=CC=C7[C@H]%77[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C%78=CC=CC([N+]([O-])=O)=C%78)=O)C(C(O)=O)N%77C(C%79=CC([N+]([O-])=O)=CC=C%79)=O,acid_123
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(C2=CSC3=C2C=CC=C3)=O)C(C(O)=O)N1C(C1=CSC2=C1C=CC=C2)=O,acid_124
C8(OC)=CC=CC=C8[C@H]%21[C@H](C9=CC=CC=C9OC)N(C(C%22=CC=C(Cl)C=C%22)=O)C(C(O)=O)N%21C(C%23=CC=C(Cl)C=C%23)=O,acid_125
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(C2=C(Br)C=CO2)=O)C(C(O)=O)N1C(C1=C(Br)C=CO1)=O,acid_126
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CSC=C2Br)=O)C(C(O)=O)N1C(C1=CSC=C1Br)=O,acid_127
C8(OC)=CC=CC=C8[C@H]1[C@H](C9=CC=CC=C9OC)N(C(C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)=O)C(C(O)=O)N1C(C1=CC(C(C)(C)C)=CC(C(C)(C)C)=C1)=O,acid_128
C6=CC=CC7=C6C=CC=C7[C@H]%68[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C%69=CC=C(OC)C=C%69)=O)C(C(O)=O)N%68C(C%70=CC=C(OC)C=C%70)=O,acid_129
O=C(C1=CC=C(OC)C=C1)N2C(C(O)=O)N(C(C3=CC=C(OC)C=C3)=O)[C@@H](C4=CC=CC=C4)[C@@H]2C5=CC=CC=C5,acid_130
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=C(C)OC=C2)=O)C(C(O)=O)N1C(C1=C(C)OC=C1)=O,acid_131
O=C(C1=CC=CC(C(F)(F)F)=C1)N2C(C(O)=O)N(C(C3=CC(C(F)(F)F)=CC=C3)=O)[C@@H](C4=CC=CC=C4)[C@@H]2C5=CC=CC=C5,acid_132
C7=CC=CC=C7[C@H]%56[C@H](C8=CC=CC=C8)N(C(C%57=CC=CC(Cl)=C%57)=O)C(C(O)=O)N%56C(C%58=CC(Cl)=CC=C%58)=O,acid_133
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(C2=CC=C(Cl)S2)=O)C(C(O)=O)N1C(C1=CC=C(Cl)S1)=O,acid_134
C8(OC)=CC=CC=C8[C@H]4[C@H](C9=CC=CC=C9OC)N(C(C5=CC=CS5)=O)C(C(O)=O)N4C(C6=CC=CS6)=O,acid_135
C6=CC=CC7=C6C=CC=C7[C@H]%27[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C%28=CC=C(I)C=C%28)=O)C(C(O)=O)N%27C(C%29=CC=C(I)C=C%29)=O,acid_136
C6=CC(C=CC=C7)=C7C=C6[C@H]%65[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%66=CC=CC(C(F)(F)F)=C%66)=O)C(C(O)=O)N%65C(C%67=CC(C(F)(F)F)=CC=C%67)=O,acid_137
C8(OC)=CC=CC=C8[C@H]%39[C@H](C9=CC=CC=C9OC)N(C(C%40=CC=C(CC)C=C%40)=O)C(C(O)=O)N%39C(C%41=CC=C(CC)C=C%41)=O,acid_138
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=C(C(C)C)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1C(C)C)=O,acid_139
C7=CC=CC=C7[C@H]%83[C@H](C8=CC=CC=C8)N(C(C%84=CC=CC(CC)=C%84)=O)C(C(O)=O)N%83C(C%85=CC(CC)=CC=C%85)=O,acid_140
C7=CC=CC=C7[C@H]%68[C@H](C8=CC=CC=C8)N(C(C%69=CC=C(OC)C=C%69)=O)C(C(O)=O)N%68C(C%70=CC=C(OC)C=C%70)=O,acid_141
C8(OC)=CC=CC=C8[C@H]%68[C@H](C9=CC=CC=C9OC)N(C(C%69=CC=C(OC)C=C%69)=O)C(C(O)=O)N%68C(C%70=CC=C(OC)C=C%70)=O,acid_142
C7=CC=CC=C7[C@H]%80[C@H](C8=CC=CC=C8)N(C(C%81=CC=CC(C)=C%81)=O)C(C(O)=O)N%80C(C%82=CC(C)=CC=C%82)=O,acid_143
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(C2=C(C)C=CO2)=O)C(C(O)=O)N1C(C1=C(C)C=CO1)=O,acid_144
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(C(F)(F)F)OC=C2)=O)C(C(O)=O)N1C(C1=C(C(F)(F)F)OC=C1)=O,acid_145
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=CC=C(C)S2)=O)C(C(O)=O)N1C(C1=CC=C(C)S1)=O,acid_146
C6=CC=CC7=C6C=CC=C7[C@H]1[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C2=C(C)OC=C2)=O)C(C(O)=O)N1C(C1=C(C)OC=C1)=O,acid_147
C6=CC=CC7=C6C=CC=C7[C@H]1[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C2=C(Cl)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1Cl)=O,acid_148
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=C(C(F)(F)F)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1C(F)(F)F)=O,acid_149
C7=CC=CC=C7[C@H]%33[C@H](C8=CC=CC=C8)N(C(C%34=CC=C([N+]([O-])=O)C=C%34)=O)C(C(O)=O)N%33C(C%35=CC=C([N+]([O-])=O)C=C%35)=O,acid_150
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(C2=C(C)OC(C)=C2)=O)C(C(O)=O)N1C(C1=C(C)OC(C)=C1)=O,acid_151
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(Br)C=CO2)=O)C(C(O)=O)N1C(C1=C(Br)C=CO1)=O,acid_152
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=C(I)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1I)=O,acid_153
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=C(C)C=CO2)=O)C(C(O)=O)N1C(C1=C(C)C=CO1)=O,acid_154
C8(OC)=CC=CC=C8[C@H]%59[C@H](C9=CC=CC=C9OC)N(C(C%60=CC=CC(Br)=C%60)=O)C(C(O)=O)N%59C(C%61=CC(Br)=CC=C%61)=O,acid_155
C6=CC=CC7=C6C=CC=C7[C@H]1[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C2=C(C(C)C)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1C(C)C)=O,acid_156
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=CC(C=CC=C3)=C3S2)=O)C(C(O)=O)N1C(C1=CC2=C(C=CC=C2)S1)=O,acid_157
C6=CC=CC7=C6C=CC=C7[C@H]1[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C2=C(C)C(C=CC=C3)=C3O2)=O)C(C(O)=O)N1C(C1=C(C)C2=C(C=CC=C2)O1)=O,acid_158
C8(C(F)(F)F)=CC=CC=C8C(N%19C(C(O)=O)N(C(C9=C(C(F)(F)F)C=CC=C9)=O)[C@@H]%20[C@@H]%19CCCC%20)=O,acid_159
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(C2=C(C(C)(C)C)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1C(C)(C)C)=O,acid_160
C7=CC=CC=C7[C@H]%36[C@H](C8=CC=CC=C8)N(C(C%37=CC=C(C)C=C%37)=O)C(C(O)=O)N%36C(C%38=CC=C(C)C=C%38)=O,acid_161
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=CC=C(F)C=C2)=O)C(C(O)=O)N1C(C3=CC=C(F)C=C3)=O,acid_162
C8(OC)=CC=CC=C8C(N%19C(C(O)=O)N(C(C9=CC=CC=C9OC)=O)[C@@H]%20[C@@H]%19CCCC%20)=O,acid_163
C6=CC=CC7=C6C=CC=C7[C@H]1[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C2=COC(Br)=C2)=O)C(C(O)=O)N1C(C1=COC(Br)=C1)=O,acid_164
C7=CC=CC=C7[C@H]%39[C@H](C8=CC=CC=C8)N(C(C%40=CC=C(CC)C=C%40)=O)C(C(O)=O)N%39C(C%41=CC=C(CC)C=C%41)=O,acid_165
C6=CC=CC7=C6C=CC=C7[C@H]1[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C2=CSC3=C2C=CC=C3)=O)C(C(O)=O)N1C(C1=CSC2=C1C=CC=C2)=O,acid_166
C6=CC=CC7=C6C=CC=C7[C@H]1[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C2=C(Br)OC=C2)=O)C(C(O)=O)N1C(C1=C(Br)OC=C1)=O,acid_167
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=C(F)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1F)=O,acid_168
C6=CC=CC7=C6C=CC=C7[C@H]1[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C2=C(C)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1C)=O,acid_169
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(C2=CC(C)=CC(C)=C2)=O)C(C(O)=O)N1C(C1=CC(C)=CC(C)=C1)=O,acid_170
O=C(C1=CC=CC2=C1C=CC=C2)N3C(C(O)=O)N(C(C4=C(C=CC=C5)C5=CC=C4)=O)[C@@H](C6=CC=CC=C6)[C@@H]3C7=CC=CC=C7,acid_171
C8(OC)=CC=CC=C8[C@H]1[C@H](C9=CC=CC=C9OC)N(C(C2=C(C#N)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1C#N)=O,acid_172
C6=CC=CC7=C6C=CC=C7[C@H]1[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C2=C(C3=CC=CC=C3)OC(C)=C2)=O)C(C(O)=O)N1C(C1=C(C2=CC=CC=C2)OC(C)=C1)=O,acid_173
C6=CC=CC7=C6C=CC=C7[C@H]1[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C2=CC=C(C3=CC=CC=C3)O2)=O)C(C(O)=O)N1C(C1=CC=C(C2=CC=CC=C2)O1)=O,acid_174
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC(C=CC=C3)=C3S2)=O)C(C(O)=O)N1C(C1=CC2=C(C=CC=C2)S1)=O,acid_175
C8(OC)=CC=CC=C8[C@H]1[C@H](C9=CC=CC=C9OC)N(C(C2=C(C(F)(F)F)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1C(F)(F)F)=O,acid_176
C6=CC=CC7=C6C=CC=C7[C@H]%33[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C%34=CC=C([N+]([O-])=O)C=C%34)=O)C(C(O)=O)N%33C(C%35=CC=C([N+]([O-])=O)C=C%35)=O,acid_177
C8(OC)=CC=CC=C8[C@H]%92[C@H](C9=CC=CC=C9OC)N(C(C%93=CC=CC(C%94=CC=CC=C%94)=C%93)=O)C(C(O)=O)N%92C(C%95=CC(C%96=CC=CC=C%96)=CC=C%95)=O,acid_178
C6=CC=CC7=C6C=CC=C7[C@H]1[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C2=C(C)OC(C)=C2)=O)C(C(O)=O)N1C(C1=C(C)OC(C)=C1)=O,acid_179
C8(C(F)(F)F)=CC=CC=C8[C@H]%77[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C%78=CC=CC([N+]([O-])=O)=C%78)=O)C(C(O)=O)N%77C(C%79=CC([N+]([O-])=O)=CC=C%79)=O,acid_180
C6=CC=CC7=C6C=CC=C7[C@H]%30[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C%31=CC=C(C(F)(F)F)C=C%31)=O)C(C(O)=O)N%30C(C%32=CC=C(C(F)(F)F)C=C%32)=O,acid_181
C8(OC)=CC=CC=C8[C@H]1[C@H](C9=CC=CC=C9OC)N(C(C2=CC=C(C#N)O2)=O)C(C(O)=O)N1C(C1=CC=C(C#N)O1)=O,acid_182
C7=CC=CC=C7[C@H]%89[C@H](C8=CC=CC=C8)N(C(C%90=CC=CC(C(C)(C)C)=C%90)=O)C(C(O)=O)N%89C(C%91=CC(C(C)(C)C)=CC=C%91)=O,acid_183
C6=CC(C=CC=C7)=C7C=C6[C@H]%62[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C%63=CC=CC(I)=C%63)=O)C(C(O)=O)N%62C(C%64=CC(I)=CC=C%64)=O,acid_184
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=CC(C)=CC(C)=C2)=O)C(C(O)=O)N1C(C1=CC(C)=CC(C)=C1)=O,acid_185
C6=CC(C=CC=C7)=C7C=C6[C@H]1[C@H](C8=CC(C=CC=C9)=C9C=C8)N(C(C2=CC=C(C=CC=C3)C3=C2)=O)C(C(O)=O)N1C(C1=CC(C=CC=C2)=C2C=C1)=O,acid_186
C6=CC=CC7=C6C=CC=C7[C@H]1[C@H](C8=CC=CC9=C8C=CC=C9)N(C(C2=CSC(C)=C2)=O)C(C(O)=O)N1C(C1=CSC(C)=C1)=O,acid_187
C7=CC=CC=C7[C@H]1[C@H](C8=CC=CC=C8)N(C(C2=CC=C(C)O2)=O)C(C(O)=O)N1C(C1=CC=C(C)O1)=O,acid_188
C7=CC=CC=C7[C@H]%16[C@H](C8=CC=CC=C8)N(C(C%17=CSC=C%17OC)=O)C(C(O)=O)N%16C(C%18=CSC=C%18OC)=O,acid_189
O=C(C1=CC=C(I)C=C1)N2C(C(O)=O)N(C(C3=CC=C(I)C=C3)=O)[C@@H](C4=CC=CC=C4)[C@@H]2C5=CC=CC=C5,acid_190
C8(OC)=CC=CC=C8[C@H]%71[C@H](C9=CC=CC=C9OC)N(C(C%72=CC=CC(C#N)=C%72)=O)C(C(O)=O)N%71C(C%73=CC(C#N)=CC=C%73)=O,acid_191
C7=CC=CC=C7[C@H]%59[C@H](C8=CC=CC=C8)N(C(C%60=CC=CC(Br)=C%60)=O)C(C(O)=O)N%59C(C%61=CC(Br)=CC=C%61)=O,acid_192
C8(OC)=CC=CC=C8[C@H]1[C@H](C9=CC=CC=C9OC)N(C(C2=COC=C2C)=O)C(C(O)=O)N1C(C1=COC=C1C)=O,acid_193
C8(C(F)(F)F)=CC=CC=C8[C@H]1[C@H](C9=C(C(F)(F)F)C=CC=C9)N(C(C2=C(C3=CC=CC=C3)C=CC=C2)=O)C(C(O)=O)N1C(C1=CC=CC=C1C1=CC=CC=C1)=O,acid_194
C8(OC)=CC=CC=C8[C@H]%48[C@H](C9=CC=CC=C9OC)N(C(C%49=CC=C(C%50=CC=CC=C%50)C=C%49)=O)C(C(O)=O)N%48C(C%51=CC=C(C%52=CC=CC=C%52)C=C%51)=O,acid_195
